tagno,relative,age,sex,Illness,employment,salary,modeofpayment,Air quality,,,,
2019-PAL-6-0248,1,45,2,,1,28000,26,34,,,,
2019-PAL-3-0081,5,19,1,,2,,,34,,,,
2019-PAL-3-0081,4,23,2,,1,20000,5,34,,,,
2019-PAL-3-0081,2,56,1,,1,20000,5,34,,,,
2019-UW-1-0358,4,38,2,,1,25000,5,34,,,,
2019-PAL2-4-0080,4,11,2,,,,,34,,,,
2019-UW-6-0046,1,46,2,,1,30000,23,34,,,,
2019-PAL-5-0157-02,2,46,1,,1,18000,22,34,,,,
2019-G2-3-0633-07,1,36,2,,1,10000,5,34,,,,
2019-PAL4-3-0057-02,5,8,1,,1,10000,52,34,,,,
2019-ISG-4-0243-02,1,39,2,,2,,,34,,,,
2019-UW-6-0084-04,1,29,2,,1,20000,51,34,,,,
2019-UW-6-0278,4,24,2,,1,14000,5,34,,,,
2019-UW-6-0278,2,54,1,,1,14000,5,34,,,,
2019-UW-6-0278,5,21,1,,2,,,34,,,,
2019-UW-6-0278,5,11,1,,,,,34,,,,
2019-UW-6-0279,5,15,1,,2,,,34,,,,
2019-UW-6-0279,5,17,1,,2,,,34,,,,
2019-UW-6-0280,2,45,1,,1,12000,17,34,,,,
2019-UW-6-0280,5,18,1,,2,,,34,,,,
2019-UW-6-0280,4,15,2,,2,,,34,,,,
2019-ISU-1-0144,2,41,1,,1,20000,26,34,,,,
2019-UW-6-0182-02,2,36,1,,1,18000,22,34,,,,
2019-UW-6-0182-02,4,4,2,,,,,34,,,,
2019-UW-6-0182-02,4,6,2,,,,,34,,,,
2019-PAL-6-0040,4,35,2,,1,20000,22,34,,,,
2019-PAL-6-0040,4,20,2,,2,,,34,,,,
2019-PAL-6-0040,1,62,1,,2,,,34,,,,
2019-PAL-6-0040,4,23,2,,1,30000,5,34,,,,
2019-PAL-5-0092,10,21,2,,1,16000,5,34,,,,
2019-WC-6-0053-03,2,35,1,,1,20000,22,34,,,,
2019-WC-6-0053-03,5,14,1,,,,,34,,,,
2019-WC-6-0053-03,4,10,2,,,,,34,,,,
2019-PAL-4-0006-02,2,36,1,,1,16000,26,34,,,,
2019-WC-6-0017-04,2,48,1,,1,16000,5,34,,,,
2019-G2-3-0274-03,2,33,1,,1,17000,51,34,,,,
2019-PAL-3-0070-02,7,35,1,,1,12000,5,34,,,,
2019-PAL-3-0070-02,2,44,1,,1,12000,5,34,,,,
2019-PAL-3-0070-02,4,10,2,,,,,34,,,,
2019-PAL-3-0070-02,4,3,2,,,,,34,,,,
2019-PAL2-3-0046-02,2,45,2,,1,12500,51,34,,,,
2019-PAL4-3-0030-03,2,41,1,,1,12000,5,34,,,,
2019-PAL4-3-0030-03,4,10,2,,,,,34,,,,
2019-PAL4-3-0030-03,4,8,2,,,,,34,,,,
2019-PAL4-3-0030-03,5,1,1,,,,,34,,,,
2019-PAL4-3-0030-04,5,13,1,,,,,34,,,,
2019-PAL4-3-0030-04,5,4,1,,,,,34,,,,
2019-PAL4-3-0030-04,2,42,1,,2,,,34,,,,
2019-ISG-1-0093,5,11,1,,2,,,34,,,,
2019-ISG-1-0093,5,23,1,,2,,,34,,,,
2019-ISG-1-0093,5,17,1,,2,,,34,,,,
2019-ISG-1-0093,5,12,1,,,,,34,,,,
2019-ISG-1-0093,5,11,1,,,,,34,,,,
2019-ISG-1-0093,2,54,1,,1,18000,22,34,,,,
2019-UW-1-0280,1,47,2,,1,18000,5,34,,,,
2019-PAL3-6-0048-02,1,38,2,,2,,,34,,,,
2019-PAL-3-0015,5,19,1,,1,6000,5,34,,,,
2019-PAL-3-0015,2,40,1,,1,12000,51,34,,,,
2019-UW-1-0350,5,9,1,,,,,34,,,,
2019-UW-1-0350,5,3,1,,1,12000,15,34,,,,
2019-UW-6-0022,1,26,2,,1,22000,5,34,,,,
2019-PAL-3-0015,5,17,1,,2,,,34,,,,
2019-PAL-3-0015,4,14,2,,,,,34,,,,
2019-PAL-3-0015,5,9,1,,,,,34,,,,
2019-PAL-3-0015,5,5,1,,,,,34,,,,
2019-PAL-3-0015,5,0,1,,,,,34,,,,
2019-ISG-2-0158-03,1,39,2,,1,13000,5,34,,,,
2019-PAL2-6-0060,2,41,2,,1,2000,22,34,,,,
2019-G2-3-0605,5,14,1,,,,,34,,,,
2019-G2-3-0605,2,42,1,,1,15000,5,34,,,,
2019-PAL3-4-0041,5,7,1,,1,70000,5,34,,,,
2019-PAL-1-0278-03,2,36,2,,2,,,34,,,,
2019-PAL-1-0252-02,4,10,2,,,,,34,,,,
2019-PAL-1-0252-02,1,34,1,,1,12000,5,34,,,,
2019-PAL-1-0023-02,2,33,1,,,,,34,,,,
2019-PAL-5-0235,4,31,2,,1,15000,5,34,,,,
2019-PAL-5-0235,5,12,1,,3,,,34,,,,
2019-PAL-5-0557-02,5,18,1,,,,,34,,,,
2019-PAL-5-0557-02,2,52,1,,,,,34,,,,
2019-PAL3-3-0133-03,3,26,2,,,,,34,,,,
2019-PAL3-3-0133-03,2,36,1,,1,20000,5,34,,,,
2019-PAL3-3-0134-02,2,29,1,,,,,34,,,,
2019-PAL3-3-0134-02,5,2,1,,2,,,34,,,,
2019-PAL3-3-0134-02,4,5,2,,2,,,34,,,,
2019-PAL3-3-0134-02,4,3,2,,1,19000,22,34,,,,
2019-PAL2-3-0024-03,10,10,2,,1,14000,5,34,,,,
2019-PAL2-3-0024-03,1,35,1,,1,1000,52,34,,,,
2019-PAL3-2-0036,1,42,2,,3,,,34,,,,
2019-PAL2-1-0033-04,2,45,2,,2,,,34,,,,
2019-PAL2-1-0033-04,4,20,2,,2,,,34,,,,
2019-UW-6-0293-02,2,43,1,,2,,,34,,,,
2019-UW-6-0293-02,4,15,2,,2,,,34,,,,
2019-WC-4-0093-02,2,47,1,,1,40000,5,34,,,,
2019-WC-4-0093-02,4,3,2,,,,,34,,,,
2019-PAL3-3-0124-03,5,12,1,,,,,34,,,,
2019-PAL3-3-0124-03,5,18,1,,2,,,34,,,,
2019-PAL3-3-0124-03,4,19,2,,2,,,34,,,,
2019-PAL3-3-0124-03,4,20,2,,2,,,34,,,,
2019-PAL3-3-0041-02,5,10,1,,,,,34,,,,
2019-PAL3-3-0041-02,2,35,1,,1,20000,5,34,,,,
2019-PAL3-6-0040,5,26,1,,2,,,34,,,,
2019-UW-1-0119-02,1,26,1,,,,,34,,,,
2019-WC-3-0116-02,2,36,1,,1,30000,5,34,,,,
2019-WC-3-0116-02,5,5,1,,,,,34,,,,
2019-WC-3-0116-02,5,4,1,,,,,34,,,,
2019-WC-4-0321,2,51,2,,3,,26,34,,,,
2019-PAL2-1-0002,2,48,2,,2,,,34,,,,
2019-G2-3-0378,5,17,1,,2,,,34,,,,
2019-G2-3-0378,4,11,2,,,,,34,,,,
2019-G2-3-0378,5,19,1,,2,,,34,,,,
2019-G2-3-0378,2,50,1,s,1,13000,9,34,,,,
2019-G2-3-0385,5,22,1,,1,15000,26,34,,,,
2019-G2-3-0532,1,44,2,,1,15000,22,34,,,,
2019-ISG-6-0016-04,5,12,1,,,,,34,,,,
2019-ISG-6-0016-04,5,16,1,,2,,,34,,,,
2019-ISG-6-0016-04,4,18,2,,2,,,34,,,,
2019-ISG-6-0016-04,2,43,1,,1,12000,51,34,,,,
2019-PAL-5-0265,1,47,2,,1,15000,22,34,,,,
2019-ISG-4-0181-02,1,54,2,,2,,,34,,,,
2019-ISU-1-0345-02,1,32,2,,1,12000,5,34,,,,
2019-UW-1-0452,1,41,2,,1,10000,5,34,,,,
2019-ISU-1-0136-02,2,31,2,,2,,,34,,,,
2019-PAL-6-0103-03,4,29,2,,1,15000,5,34,,,,
2019-PAL-6-0103-03,5,26,1,,1,15000,5,34,,,,
2019-WC-4-0323,11,53,2,,2,,,34,,,,
2019-PAL-5-0093-04,2,31,1,,1,12000,5,34,,,,
2019-PAL-5-0292,2,84,2,,,,,34,,,,
2019-PAL-6-0373,1,32,2,,1,4000,55,34,,,,
2019-WC-6-0043-03,1,41,2,,1,9000,11,34,,,,
2019-G2-3-0637-03,5,4,1,,,,,34,,,,
2019-G2-3-0637-03,2,35,1,,1,13000,51,34,,,,
2019-UW-1-0275,5,29,1,,2,,,34,,,,
2019-G2-3-0633-02,1,36,1,,1,18000,51,34,,,,
2019-PAL-6-0038-04,2,26,1,,1,1000,22,34,,,,
2019-PAL-6-0038-04,4,4,2,,2,,,34,,,,
2019-PAL-6-0138,5,26,1,,1,13000,26,34,,,,
2019-PAL-6-0138,2,59,1,,,,,34,,,,
2019-PAL-6-0138,5,19,1,,1,15000,5,34,,,,
2019-PAL-6-0138-02,2,27,2,,1,50000,11,34,,,,
2019-PAL-6-0505,5,44,1,,1,22000,5,34,,,,
2019-PAL4-6-0012-03,1,35,2,,1,3000,22,34,,,,
2019-G2-3-0633-02,4,4,2,,,,,34,,,,
2019-G2-3-0633-02,4,5,2,,,,,34,,,,
2019-WC-3-0069-03,1,32,2,,1,7000,5,34,,,,
2019-ISU-1-0285,2,38,1,,1,30000,5,34,,,,
2019-UW-6-0145,1,51,2,,1,8000,11,34,,,,
2019-UW-6-0059,1,30,2,,1,13000,5,34,,,,
2019-ISG-6-0100-02,2,50,1,,2,,,34,,,,
2019-ISG-6-0100-02,5,13,1,,,,,34,,,,
2019-ISG-6-0100-02,4,14,2,,,,,34,,,,
2019-UW-6-0125-02,1,23,2,,2,,,34,,,,
2019-UW-1-0467,2,60,1,,1,10000,22,34,,,,
2019-UW-1-0467,4,31,2,,1,50000,26,34,,,,
2019-UW-1-0467,5,27,1,,2,,,34,,,,
2019-UW-1-0467,5,25,1,,1,13000,5,34,,,,
2019-UW-1-0467-02,2,40,2,,1,13000,5,34,,,,
2019-UW-1-0467-03,2,39,1,,1,13000,5,34,,,,
2019-UW-1-0467-03,5,7,1,,,,,34,,,,
2019-UW-1-0467-03,4,8,2,,,,,34,,,,
2019-UW-1-0467-03,5,12,1,,,,,34,,,,
2019-UW-1-0467-03,5,15,1,,2,,,34,,,,
2019-UW-1-0467-04,2,36,2,,1,13000,5,34,,,,
2019-PAL-3-0014-13,1,75,2,,3,,,34,,,,
2019-WC-4-0002-02,4,14,2,,,,,34,,,,
2019-G2-3-0477,1,34,2,,1,16000,5,34,,,,
2019-PAL2-1-0009,5,6,1,,1,12000,22,34,,,,
2019-WC-4-0059-03,2,27,1,,,,,34,,,,
2019-WC-6-0066-02,4,3,2,,,,,34,,,,
2019-WC-6-0066-03,1,37,2,,1,32000,5,34,,,,
2019-WC-6-0067-02,2,44,1,,1,14000,5,34,,,,
2019-WC-6-0067-02,5,1,1,,,,,34,,,,
2019-WC-6-0067-02,4,16,2,,2,,,34,,,,
2019-WC-6-0066-02,2,36,1,,1,20000,26,34,,,,
2019-PAL4-3-0068-02,2,35,2,,1,13000,5,34,,,,
2019-UW-6-0187-02,6,28,2,,2,,,34,,,,
2019-PAL-3-0094-02,2,28,1,,1,36000,5,34,,,,
2019-PAL-3-0094-02,5,3,1,,,,,34,,,,
2019-PAL-3-0094-02,4,2,2,,,,,34,,,,
2019-WC-6-0055-02,4,24,2,,1,20000,5,34,,,,
2019-WC-6-0055-02,2,48,1,,1,15000,22,34,,,,
2019-ISU-1-0130-02,5,14,1,,2,,,34,,,,
2019-ISU-1-0130-02,5,19,1,,2,,22,34,,,,
2019-ISU-1-0130-02,5,24,1,,1,12000,5,34,,,,
2019-PAL4-3-0068-02,4,13,2,,,,,34,,,,
2019-PAL4-3-0068-02,5,7,1,,,,,34,,,,
2019-G2-3-0441-02,1,40,2,,2,,,34,,,,
2019-UW-1-0092,1,57,2,,1,5000,22,34,,,,
2019-UW-1-0093,1,44,2,,1,22000,5,34,,,,
2019-UW-1-0094,1,49,2,,2,,,34,,,,
2019-UW-1-0095,1,64,2,,1,9000,22,34,,,,
2019-UW-1-0097,1,60,2,,2,,,34,,,,
2019-ISU-1-0487,2,26,2,,1,12000,5,34,,,,
2019-G2-3-0360-02,4,7,2,,,,,34,,,,
2019-G2-3-0360-02,5,8,1,,,,,34,,,,
2019-G2-3-0360-02,2,30,1,,1,10000,8,34,,,,
2019-G2-3-0361,2,32,2,,1,13000,5,34,,,,
2019-ISU-1-0455-02,1,27,1,,,,,34,,,,
2019-PAL-5-0277,4,10,2,,2,,,34,,,,
2019-PAL-5-0277,4,3,2,,1,40000,26,34,,,,
2019-PAL-6-0409,4,11,2,,,,,34,,,,
2019-PAN-6-0001-02,1,35,1,,1,18000,5,34,,,,
2019-PAN-6-0001-02,5,3,1,,,,,34,,,,
2019-PAN-6-0001-02,5,12,1,,,,,34,,,,
2019-PAN-6-0027,2,49,1,,1,5000,27,34,,,,
2019-PAN-6-0027,5,14,1,,,,,34,,,,
2019-PAN-6-0027-02,2,27,1,,1,18000,5,34,,,,
2019-PAN-6-0027-02,5,2,1,,,,,34,,,,
2019-UW-1-0079-02,4,15,2,,2,,,34,,,,
2019-UW-1-0079-02,1,34,2,,2,,,34,,,,
2019-UW-1-0081,5,21,1,,1,8000,5,34,,,,
2019-UW-1-0081,5,23,1,,1,13000,5,34,,,,
2019-UW-1-0081,4,22,2,,2,,,34,,,,
2019-UW-1-0081,4,19,2,,2,,,34,,,,
2019-UW-1-0081,5,16,1,,2,,,34,,,,
2019-UW-1-0081,2,51,1,,1,15000,22,34,,,,
2019-UW-1-0082,4,29,2,,1,6000,51,34,,,,
2019-UW-1-0082,1,53,1,,1,13000,5,34,,,,
2019-UW-1-0082,4,13,2,,,,,34,,,,
2019-UW-1-0082,4,18,2,,2,,,34,,,,
2019-UW-1-0082,5,33,1,,1,8000,22,34,,,,
2019-UW-1-0120,4,0,2,,,,,34,,,,
2019-UW-1-0286-02,2,28,2,,2,,,34,,,,
2019-WC-3-0034,1,35,2,,2,,,34,,,,
2019-UW-1-0082,5,24,1,,1,13000,5,34,,,,
2019-PAL2-1-0021,5,18,1,,2,,,34,,,,
2019-PAL2-1-0021,4,14,2,,,,,34,,,,
2019-PAL2-1-0021,5,16,1,,2,,,34,,,,
2019-PAL2-1-0021,1,45,1,,1,22000,5,34,,,,
2019-PAL2-1-0021-02,2,40,1,,1,15000,22,34,,,,
2019-UW-6-0263,2,60,2,,1,4500,27,34,,,,
2019-PAL4-3-0049,5,34,1,,1,8000,26,34,,,,
2019-UW-1-0011,4,12,2,,1,6000,8,34,,,,
2019-ISU-1-0264,4,16,2,,1,12000,5,34,,,,
2019-UW-1-0061-02,1,30,2,,1,15000,5,34,,,,
2019-ISU-1-0264,5,15,1,,2,,,34,,,,
2019-WC-4-0109,2,49,1,,1,25000,5,34,,,,
2019-WC-4-0109,4,22,2,,1,20000,5,34,,,,
2019-WC-4-0109,4,19,2,,2,,,34,,,,
2019-WC-4-0109,5,23,1,,2,,,34,,,,
2019-ISU-1-0094-02,1,27,2,,2,,,34,,,,
2019-UW-1-0185-02,1,23,2,,2,,,34,,,,
2019-UW-1-0415-02,2,36,1,,1,13000,51,34,,,,
2019-UW-1-0415-02,5,7,1,,,,,34,,,,
2019-UW-1-0415-02,4,11,2,,,,,34,,,,
2019-UW-1-0415-02,5,8,1,,,,,34,,,,
2019-UW-1-0415-02,5,5,1,,,,,34,,,,
2019-UW-1-0070,2,49,2,,1,10000,5,34,,,,
2019-UW-1-0092,5,29,1,,1,18000,5,34,,,,
2019-UW-1-0092,4,16,2,,2,,,34,,,,
2019-UW-1-0092,2,62,1,,3,,,34,,,,
2019-UW-1-0092-02,2,27,2,,2,,,34,,,,
2019-PAL-6-0537,1,64,2,,1,14000,22,34,,,,
2019-G2-3-0053,1,47,2,,1,5000,5,34,,,,
2019-ISU-1-0475,1,55,1,,1,12000,5,34,,,,
2019-ISU-1-0475,5,5,1,,,,,34,,,,
2019-PAL-6-0314,1,50,2,,1,9000,22,34,,,,
2019-PAL-6-0314-02,1,27,2,,1,11000,5,34,,,,
2019-PAL-6-0413-02,5,15,1,,2,,,34,,,,
2019-UW-6-0288-02,2,27,1,,1,24000,5,34,,,,
2019-UW-6-0288-02,4,4,2,,,,,34,,,,
2019-PAL2-3-0003-02,1,56,1,,1,50000,22,34,,,,
2019-UW-1-0464-02,1,47,2,,1,10000,5,34,,,,
2019-PAL3-3-0130,1,40,2,,2,,,34,,,,
2019-PAL-5-0548-02,4,1,2,,1,12000,5,34,,,,
2019-PAL-6-0099-02,2,35,1,,1,15000,8,34,,,,
2019-PAL-6-0099-02,5,8,1,,,,,34,,,,
2019-PAL-6-0099-02,5,6,1,,,,,34,,,,
2019-PAL-6-0099-02,4,9,2,,,,,34,,,,
2019-PAL-6-0099-02,4,10,2,,,,,34,,,,
2019-PAL-6-0099-02,4,13,2,,,,,34,,,,
2019-UW-6-0248,6,14,2,,,,,34,,,,
2019-UW-6-0199,2,56,2,,3,,,34,,,,
2019-PAL-6-0571,5,16,1,,3,,,34,,,,
2019-PAL-6-0571,5,27,1,,1,30000,26,34,,,,
2019-G2-3-0633-03,4,21,2,,2,,,34,,,,
2019-WC-3-0054-02,4,23,2,,1,12000,5,34,,,,
2019-WC-3-0054-02,2,47,1,,1,,45,34,,,,
2019-WC-3-0054-02,4,25,2,,1,24000,5,34,,,,
2019-WC-3-0054-06,1,34,2,,3,,,34,,,,
2019-UW-6-0041-02,2,58,1,,1,12000,51,34,,,,
2019-UW-6-0041-02,4,16,2,,2,,,34,,,,
2019-UW-6-0041-02,4,20,2,,2,,,34,,,,
2019-PAL-6-0015-08,2,48,1,,1,12000,51,34,,,,
2019-PAL-6-0238-03,1,19,2,,2,,,34,,,,
2019-PAL-4-0117-02,5,4,1,,,,,34,,,,
2019-PAL-6-0162,13,62,2,,1,5000,22,34,,,,
2019-PAL-6-0319,1,48,2,,2,,,34,,,,
2019-PAL-6-0427,4,18,2,,1,14000,5,34,,,,
2019-PAL-6-0427,2,47,1,,1,12000,5,34,,,,
2019-PAL3-2-0058,4,10,2,,1,14000,5,34,,,,
2019-WC-6-0039-08,1,27,2,,1,13000,5,34,,,,
2019-G2-3-0026-02,1,64,2,,1,14000,5,34,,,,
2019-G2-3-0344-02,5,4,1,,,,,34,,,,
2019-G2-3-0344-02,4,8,2,,,,,34,,,,
2019-G2-3-0344-02,2,35,1,,1,12700,5,34,,,,
2019-PAL-1-0242-03,4,0,2,,,,,34,,,,
2019-PAL-1-0242-03,1,30,1,,1,24000,5,34,,,,
2019-UW-6-0057-02,1,45,2,,1,9600,5,34,,,,
2019-UW-1-0206-03,1,27,2,,2,,,34,,,,
2019-UW-6-0053-02,1,39,2,,2,,,34,,,,
2019-PAL-6-0097-02,2,22,2,,1,23000,5,34,,,,
2019-PAL6-2-0018,5,29,1,,1,20000,5,34,,,,
2019-PAL6-2-0018,4,20,2,,2,,,34,,,,
2019-PAL6-2-0018,5,14,1,,,,,34,,,,
2019-PAL6-2-0018,4,25,2,,2,,,34,,,,
2019-G2-3-0047-02,2,27,2,,2,,,34,,,,
2019-ISG-6-0015-03,5,5,1,,,,,34,,,,
2019-ISG-6-0015-03,4,4,2,,,,,34,,,,
2019-ISG-6-0015-03,5,1,1,,,,,34,,,,
2019-ISG-6-0015-03,1,28,1,,1,15000,26,34,,,,
2019-WC-3-0054-11,2,36,1,,1,15000,51,34,,,,
2019-WC-3-0054-11,4,0,2,,,,,34,,,,
2019-WC-3-0054-11,5,3,1,,,,,34,,,,
2019-WC-3-0054-11,4,11,2,,,,,34,,,,
2019-G2-3-0441-03,2,46,1,,1,30000,5,34,,,,
2019-G2-3-0441-03,4,17,2,,2,,,34,,,,
2019-G2-3-0441-03,5,11,1,,,,,34,,,,
2019-G2-3-0441-03,4,12,2,,,,,34,,,,
2019-PAL-6-0522,1,45,2,,2,,,34,,,,
2019-UW-1-0222-02,1,22,2,,2,,,34,,,,
2019-WC-4-0262-02,5,20,1,,2,,,34,,,,
2019-PAN-6-0034,1,53,2,,1,28000,22,34,,,,
2019-UW-6-0246,4,22,2,,2,,,34,,,,
2019-UW-6-0246,4,16,2,,2,,,34,,,,
2019-UW-6-0246,5,15,1,,2,,,34,,,,
2019-PAL-6-0358,1,57,2,,1,25000,5,34,,,,
2019-PAN-6-0036,1,44,2,,2,,,34,,,,
2019-UW-1-0220,2,54,2,,1,20000,5,34,,,,
2019-PAL4-3-0030-03,1,29,2,,2,,,34,,,,
2019-WC-3-0059-02,4,29,2,,1,23000,26,34,,,,
2019-WC-3-0059-02,5,36,1,,2,,,34,,,,
2019-WC-3-0059-02,4,22,2,,3,,,34,,,,
2019-UW-6-0050-02,1,24,2,,1,16000,5,34,,,,
2019-PAL-6-0436,5,20,1,,1,15000,5,34,,,,
2019-PAL-6-0436,5,17,1,,2,,,34,,,,
2019-PAL-6-0436,4,8,2,,,,,34,,,,
2019-PAL-6-0436,5,4,1,,,,,34,,,,
2019-PAL-6-0436,5,16,1,,2,,,34,,,,
2019-PAL-6-0436,2,45,1,,1,24000,22,34,,,,
2019-PAL-5-0752,2,51,1,,2,,,34,,,,
2019-PAN-6-0008,1,46,2,,1,30000,26,34,,,,
2019-PAL4-2-0004-02,4,4,2,,2,,,34,,,,
2019-PAL4-2-0004-02,5,1,1,,1,2500,51,34,,,,
2019-PAL-6-0443-03,5,6,1,,,,,34,,,,
2019-PAL-6-0443-03,2,51,1,,1,16000,5,34,,,,
2019-PAL-6-0443-03,4,4,2,,,,,34,,,,
2019-PAL6-2-0017,6,21,1,,1,13000,5,34,,,,
2019-UW-6-0096,2,54,1,,1,14000,51,34,,,,
2019-UW-6-0096,6,5,2,,,,,34,,,,
2019-UW-6-0097,1,48,2,,1,1800,51,34,,,,
2019-PAL3-6-0039-02,1,39,1,,1,6000,22,34,,,,
2019-PAL3-6-0039-02,5,9,1,,,,,34,,,,
2019-PAL2-6-0013-04,2,42,2,,1,9400,22,34,,,,
2019-ISU-1-0285,1,39,2,,1,10000,5,34,,,,
2019-UW-6-0125-03,5,11,1,,,,,34,,,,
2019-PAL-5-0112-02,5,16,1,,1,12000,5,34,,,,
2019-PAL-6-0085-02,1,35,2,,2,,,34,,,,
2019-G2-3-0367-02,2,34,2,,1,3000,26,34,,,,
2019-PAL-5-0978-02,5,5,1,,,,,34,,,,
2019-PAL-5-0978-02,2,32,1,,1,26000,5,34,,,,
2019-PAL-6-0361,6,13,2,,,,,34,,,,
2019-ISU-1-0492-02,2,48,2,,2,,,34,,,,
2019-ISU-1-0493,4,18,2,,1,12000,51,34,,,,
2019-ISU-1-0493,5,20,1,,2,,,34,,,,
2019-ISU-1-0493,2,58,1,,2,,,34,,,,
2019-ISU-1-0493-02,2,30,2,,1,13000,5,34,,,,
2019-ISU-1-0493-02,4,9,2,,,,,34,,,,
2019-UW-1-0460,4,23,2,,2,,,34,,,,
2019-UW-6-0284,5,22,1,,1,13000,5,34,,,,
2019-UW-6-0284,2,45,1,,1,12000,22,34,,,,
2019-UW-6-0284,5,21,1,,2,,,34,,,,
2019-PAL-1-0172,4,28,2,,1,20000,5,34,,,,
2019-PAL-1-0172,2,54,1,,2,,,34,,,,
2019-PAL-1-0172,5,18,1,,2,,,34,,,,
2019-PAL-1-0172,5,21,1,,1,16000,26,34,,,,
2019-PAL-6-0321,5,9,1,,1,17000,18,34,,,,
2019-PAL-6-0321,5,5,1,,,,,34,,,,
2019-PAL-6-0321,4,19,2,,,,,34,,,,
2019-PAL-6-0321,5,9,1,,2,,,34,,,,
2019-PAL-6-0321,5,18,1,,,,,34,,,,
2019-PAL-6-0321,2,45,1,,2,,,34,,,,
2019-PAL-6-0322,4,28,2,,2,,,34,,,,
2019-PAL-6-0322,2,69,1,,3,,,34,,,,
2019-PAL-6-0322-02,2,39,1,,1,13000,5,34,,,,
2019-PAL-6-0323,5,21,1,,1,13000,5,34,,,,
2019-PAL-6-0323,5,14,1,,1,17000,18,34,,,,
2019-PAL-6-0323,4,7,2,,,,,34,,,,
2019-PAL-6-0323,4,12,2,,,,,34,,,,
2019-PAL-6-0323,2,42,1,,,,,34,,,,
2019-PAL-6-0323-02,2,21,2,,2,,,34,,,,
2019-G2-3-0062-03,4,0,2,,,,,34,,,,
2019-G2-3-0062-03,1,20,1,,1,16000,51,34,,,,
2019-G2-3-0404-02,1,23,2,,2,,,34,,,,
2019-PAL4-3-0017,5,22,1,,1,20000,5,34,,,,
2019-PAL4-3-0017,5,27,1,,2,,,34,,,,
2019-PAL4-3-0017,2,67,1,,3,,,34,,,,
2019-PAL4-3-0017,4,29,2,,1,14000,5,34,,,,
2019-PAN-2-0113,5,35,1,,1,14000,22,34,,,,
2019-UW-1-0100-03,2,24,2,,2,,,34,,,,
2019-PAL4-3-0017,4,19,2,,,,,34,,,,
2019-PAL4-3-0017,6,8,1,,1,25000,5,34,,,,
2019-UW-6-0122,2,52,2,,1,4000,5,34,,,,
2019-PAL-3-0010,2,45,2,,1,20000,23,34,,,,
2019-PAL-3-0010-02,5,38,1,,1,10000,5,34,,,,
2019-PAL-3-0010-02,1,86,1,,,,,34,,,,
2019-PAN-2-0299-04,2,37,1,,,,,34,,,,
2019-ISG-4-0197-02,5,1,1,,1,5000,16,34,,,,
2019-ISU-1-0118,5,0,1,,,,,34,,,,
2019-ISU-1-0118,2,30,1,,1,40000,26,34,,,,
2019-G2-3-0315-02,1,21,2,,1,10000,5,34,,,,
2019-G2-3-0348,2,36,2,,1,23000,28,34,,,,
2019-ISG-6-0085-02,1,49,2,,1,22000,26,34,,,,
2019-ISU-1-0140-02,5,8,1,,1,13000,5,34,,,,
2019-ISU-1-0261-02,1,30,2,,2,,,34,,,,
2019-G2-3-0397-02,1,30,2,,2,,,34,,,,
2019-PAL-5-0503-02,1,31,2,,1,20000,5,34,,,,
2019-PAL-6-0319-02,1,30,1,,1,13000,5,34,,,,
2019-PAL-6-0319-02,5,1,1,,,,,34,,,,
2019-PAL-6-0319-02,4,4,2,,,,,34,,,,
2019-PAL-2-0048-03,1,64,2,,1,11000,26,34,,,,
2019-PAL-5-0505,1,53,2,,,,,34,,,,
2019-ISG-4-0192-03,2,44,1,,2,,,34,,,,
2019-PAL-5-0508-02,1,41,2,,1,12000,5,34,,,,
2019-G2-3-0012,1,49,2,,1,35000,26,34,,,,
2019-ISG-1-0074-05,5,15,1,,2,,,34,,,,
2019-ISG-1-0074-05,4,19,2,,2,,,34,,,,
2019-PAL-6-0045,2,48,2,,1,10000,26,34,,,,
2019-UW-1-0095,5,34,1,,1,13000,5,34,,,,
2019-UW-1-0095,5,26,1,,1,13000,5,34,,,,
2019-UW-1-0095,2,69,1,,3,,,34,,,,
2019-UW-1-0097,5,28,1,,1,13000,5,34,,,,
2019-UW-1-0097,6,3,2,,,,,34,,,,
2019-UW-1-0097,2,53,1,,2,,,34,,,,
2019-UW-1-0097-02,2,30,2,,2,,,34,,,,
2019-PAL-6-0392-02,2,39,1,,1,15000,5,34,,,,
2019-PAL-4-0092,1,47,2,,2,,,34,,,,
2019-G2-3-0284,4,36,2,,3,,,34,,,,
2019-G2-3-0284,4,31,2,,1,20000,26,34,,,,
2019-G2-3-0284,5,30,1,,1,15000,5,34,,,,
2019-G2-3-0284,2,69,1,,1,15000,5,34,,,,
2019-G2-3-0285,4,5,2,,,,,34,,,,
2019-G2-3-0285,4,7,2,,,,,34,,,,
2019-G2-3-0285,5,3,1,,,,,34,,,,
2019-G2-3-0285,2,33,1,,1,80000,26,34,,,,
2019-UW-6-0051,2,65,2,,2,,,34,,,,
2019-PAL-1-0090-02,1,30,2,,2,,,34,,,,
2019-ISG-1-0015,1,50,2,,1,25000,26,34,,,,
2019-ISG-1-0016,2,29,2,,1,11000,5,34,,,,
2019-ISG-1-0094,1,62,2,,3,,,34,,,,
2019-PAL3-3-0079,4,18,2,,2,,,34,,,,
2019-ISG-1-0017,2,31,2,,1,18000,5,34,,,,
2019-PAL-3-0004,2,57,1,,1,13000,51,34,,,,
